sal_id,svc_id,org_id,org_name,service_name,location_name,category,what,eligibility,address_1,city,zip,lat,lon,service_area,phone,phone_label,phone2,phone2_label,phone2_source_url,website,availability,hours_text,flags,notice,status,checked_at_entry,entry_method,source_type,source_name,source_url,internal_note
sal_city_of_help_with_a_property_tax_bill_you_cannot_pay_st_,,org_city_of_st_clair_shores_assessing,City of St. Clair Shores Assessing,"Help with a property tax bill you cannot pay, St. Clair Shores","Help with a property tax bill you cannot pay, St. Clair Shores",housing.owner,Ask for a poverty exemption to lower the property tax on the home you live in. You must apply every year. Call for an application.,St. Clair Shores homeowners who meet the income and asset tests. Medical or other hardship may also count.,27600 Jefferson Ave.,St. Clair Shores,48081,42.495809,-82.888772,,586-447-3355,,,,,https://www.scsmi.net/,scheduled,,,,active,2026-09-24,auto_check,seed_list,City of St. Clair Shores Assessing website,https://www.scsmi.net/186/Tax-Savings-Programs,
sal_city_of_help_with_a_property_tax_bill_you_cannot_pay_ros,,org_city_of_roseville_assessor,City of Roseville Assessor,"Help with a property tax bill you cannot pay, Roseville","Help with a property tax bill you cannot pay, Roseville",housing.owner,"Ask for a hardship (poverty) exemption to lower the property tax on the home you live in. It lasts one year, so apply each year. Applications are at City Hall.",Roseville homeowners with a principal residence exemption and low household income.,29777 Gratiot Avenue,Roseville,48066,42.514854,-82.925476,,586-445-5440,,,,,https://www.roseville-mi.gov/,call_first,Call first,,,active,2026-09-24,auto_check,seed_list,City of Roseville Assessor website,https://www.roseville-mi.gov/170/Assessor,"[2026-09-24] Map point from the IMLS Public Libraries Survey FY 2024, outlet file record for the same street address; the Census geocoder had no match."
sal_city_of_help_with_a_property_tax_bill_you_cannot_pay_eas,,org_city_of_eastpointe_assessing_department,City of Eastpointe Assessing Department,"Help with a property tax bill you cannot pay, Eastpointe","Help with a property tax bill you cannot pay, Eastpointe",housing.owner,"Ask for a poverty exemption to lower the property tax on the home you live in. Apply at the March, July or December Board of Review. Applications are at the Assessor's Office.",Eastpointe homeowners with low household income.,23200 Gratiot Avenue,Eastpointe,48021,42.468050,-82.955478,,586-445-3661,,,,,https://www.eastpointemi.gov/,scheduled,,,,active,2026-09-24,auto_check,seed_list,City of Eastpointe Assessing Department website,https://www.eastpointemi.gov/departments/assessing/index.php,
sal_help_with_a_property_tax_bill_you_cannot_pay_clinton_tow,,org_clinton_township_assessing_department,Clinton Township Assessing Department,"Help with a property tax bill you cannot pay, Clinton Township","Help with a property tax bill you cannot pay, Clinton Township",housing.owner,Ask for a poverty exemption to lower the property tax on the home you live in. The application is on the Assessing page.,Clinton Township homeowners with low household income.,40700 Romeo Plank Road,Clinton Township,48038,42.600137,-82.932179,,586-286-9468,,,,,https://www.clintontownship.com/,scheduled,,,,active,2026-09-24,auto_check,seed_list,Clinton Township Assessing Department website,https://www.clintontownship.com/167/Assessing,
sal_help_with_a_property_tax_bill_you_cannot_pay_shelby_town,,org_shelby_township_assessing_department,Shelby Township Assessing Department,"Help with a property tax bill you cannot pay, Shelby Township","Help with a property tax bill you cannot pay, Shelby Township",housing.owner,Ask for a poverty exemption to lower the property tax on the home you live in. Heard at the July and December Board of Review; 2026 deadlines are July 14 and Dec. 8. You must come to the hearing.,Shelby Township homeowners with a principal residence exemption who meet the income guidelines.,52700 Van Dyke Ave.,Shelby Township,48316,42.681803,-83.034286,,586-731-5910,,,,,https://www.shelbytwp.org/,scheduled,,,,active,2026-09-24,auto_check,seed_list,Shelby Township Assessing Department website,https://www.shelbytwp.org/government/departments/assessing-department,
sal_help_with_a_property_tax_bill_you_cannot_pay_macomb_town,,org_macomb_township_assessing,Macomb Township Assessing,"Help with a property tax bill you cannot pay, Macomb Township","Help with a property tax bill you cannot pay, Macomb Township",housing.owner,Ask for a hardship (poverty) exemption to lower the property tax on the home you live in. The 2026 forms are on this page.,Macomb Township homeowners with low household income.,54111 Broughton Road,Macomb Township,48042,42.695424,-82.921852,,586-992-0710,,,,,https://www.macomb-mi.gov/,scheduled,,,,active,2026-09-24,auto_check,seed_list,Macomb Township Assessing website,https://www.macomb-mi.gov/799/Hardship-Applications,
sal_help_with_a_property_tax_bill_you_cannot_pay_chesterfiel,,org_chesterfield_township_assessing,Chesterfield Township Assessing,"Help with a property tax bill you cannot pay, Chesterfield Township","Help with a property tax bill you cannot pay, Chesterfield Township",housing.owner,"Ask for a poverty (hardship) exemption to lower the property tax on the home you live in. Apply at the March, July or December Board of Review.",Chesterfield Township homeowners with low household income.,47275 Sugarbush Road,Chesterfield Township,48047,42.648181,-82.819408,,586-949-0400,"Township line: press 8, then 5",,,,https://www.chesterfieldtwp.org/,scheduled,,,,active,2026-09-24,auto_check,seed_list,Chesterfield Township Assessing website,https://www.chesterfieldtwp.org/185/Hardships,
sal_city_of_help_with_a_property_tax_bill_you_cannot_pay_cen,,org_city_of_center_line_assessor,City of Center Line Assessor,"Help with a property tax bill you cannot pay, Center Line","Help with a property tax bill you cannot pay, Center Line",housing.owner,"Ask for a poverty exemption to lower the property tax on the home you live in. Apply at the March, July or December Board of Review. It lasts one year.",Center Line homeowners with a principal residence exemption and low household income.,7070 East Ten Mile Road,Center Line,48015,42.477196,-83.033726,,586-757-6800,,,,,https://www.centerline.gov/,call_first,Call first,,,active,2026-09-24,auto_check,seed_list,City of Center Line Assessor website,https://www.centerline.gov/517/Poverty-Exemption,
sal_wayne_metropolitan_wyandotte_walk_in_help_with_water_ene,,org_wayne_metropolitan_community_action_agen,Wayne Metropolitan Community Action Agency,"Wyandotte walk-in help with water, energy and rent bills","Wyandotte walk-in help with water, energy and rent bills, Wayne Metropolitan Community Action Agency",utilities,"Walk in for help applying for water, energy, or rent help.",,2005 Biddle Ave,Wyandotte,48192,42.213440,-83.149706,,313-388-9799,,,,,https://www.waynemetro.org/,call_first,Mon-Thu 8:30am-noon and 1pm-5pm (their location directory). Call first.,walk_in,The City of Westland's page says Wayne Metro is not taking requests for help with water right now. Call before you go.,active,2026-09-24,web,seed_list,Wayne Metropolitan Community Action Agency website,https://www.waynemetro.org/location-directory/,[2026-09-24] source page could not be read (HTTP 403); check by eye. [2026-09-24] Read on its source page in Kyle's own Chrome (Claude in Chrome): the phone and the street address are on the page. entry_method=web.
sal_wayne_metropolitan_romulus_walk_in_help_with_water_energ,,org_wayne_metropolitan_community_action_agen,Wayne Metropolitan Community Action Agency,"Romulus walk-in help with water, energy and rent bills","Romulus walk-in help with water, energy and rent bills, Wayne Metropolitan Community Action Agency",utilities,"Walk in for help applying for water, energy, or rent help.",,11131 Wayne Rd,Romulus,48174,42.221435,-83.385273,,313-388-9799,,,,,https://www.waynemetro.org/,call_first,Mon-Thu 8:30am-noon and 1pm-5pm (their location directory). Call first.,walk_in,The City of Westland's page says Wayne Metro is not taking requests for help with water right now. Call before you go.,active,2026-09-24,web,seed_list,Wayne Metropolitan Community Action Agency website,https://www.waynemetro.org/location-directory/,[2026-09-24] source page could not be read (HTTP 403); check by eye. [2026-09-24] Read on its source page in Kyle's own Chrome (Claude in Chrome): the phone and the street address are on the page. entry_method=web.
sal_wayne_metropolitan_harper_woods_help_with_water_energy_a,,org_wayne_metropolitan_community_action_agen,Wayne Metropolitan Community Action Agency,"Harper Woods help with water, energy and rent bills, by appointment","Harper Woods help with water, energy and rent bills, by appointment, Wayne Metropolitan Community Action Agency",utilities,"Book an appointment for help applying for water, energy, or rent help.",,19258 Kelly Rd,Harper Woods,48225,42.436882,-82.951075,,313-388-9799,,,,,https://www.waynemetro.org/,call_first,Appointment only. Call first.,appointment_required,The City of Westland's page says Wayne Metro is not taking requests for help with water right now. Call before you go.,active,2026-09-24,web,seed_list,Wayne Metropolitan Community Action Agency website,https://www.waynemetro.org/location-directory/,[2026-09-24] source page could not be read (HTTP 403); check by eye. [2026-09-24] Read on its source page in Kyle's own Chrome (Claude in Chrome): the phone and the street address are on the page. entry_method=web.
sal_wayne_metropolitan_westland_help_with_water_energy_and_r,,org_wayne_metropolitan_community_action_agen,Wayne Metropolitan Community Action Agency,"Westland help with water, energy and rent bills, by appointment","Westland help with water, energy and rent bills, by appointment, Wayne Metropolitan Community Action Agency",utilities,"Book an appointment for help applying for water, energy, or rent help. It is at the Jefferson-Barns Community Vitality Center.",,32150 Dorsey St,Westland,48185,42.292459,-83.356471,,313-388-9799,,,,,https://www.waynemetro.org/,call_first,Appointment only. Call first.,appointment_required,The City of Westland's page says Wayne Metro is not taking requests for help with water right now. Call before you go.,active,2026-09-24,web,seed_list,Wayne Metropolitan Community Action Agency website,https://www.waynemetro.org/location-directory/,[2026-09-24] source page could not be read (HTTP 403); check by eye. [2026-09-24] Read on its source page in Kyle's own Chrome (Claude in Chrome): the phone and the street address are on the page. entry_method=web.
sal_wayne_metropolitan_livonia_help_with_water_energy_and_re,,org_wayne_metropolitan_community_action_agen,Wayne Metropolitan Community Action Agency,"Livonia help with water, energy and rent bills, by appointment","Livonia help with water, energy and rent bills, by appointment, Wayne Metropolitan Community Action Agency",utilities,"Book an appointment for help applying for water, energy, or rent help.",,10800 Farmington Rd,Livonia,48150,42.365409,-83.371967,,313-388-9799,,,,,https://www.waynemetro.org/,call_first,Appointment only. Call first.,appointment_required,The City of Westland's page says Wayne Metro is not taking requests for help with water right now. Call before you go.,active,2026-09-24,web,seed_list,Wayne Metropolitan Community Action Agency website,https://www.waynemetro.org/location-directory/,[2026-09-24] source page could not be read (HTTP 403); check by eye. [2026-09-24] Read on its source page in Kyle's own Chrome (Claude in Chrome): the phone and the street address are on the page. entry_method=web.
sal_wayne_metropolitan_redford_help_with_water_energy_and_re,,org_wayne_metropolitan_community_action_agen,Wayne Metropolitan Community Action Agency,"Redford help with water, energy and rent bills, by appointment","Redford help with water, energy and rent bills, by appointment, Wayne Metropolitan Community Action Agency",utilities,"Book an appointment for help applying for water, energy, or rent help. It is at the Redford Township District Library.",,25320 W Six Mile Rd,Redford,48240,42.414237,-83.289634,,313-388-9799,,,,,https://www.waynemetro.org/,call_first,Appointment only. Call first.,appointment_required,The City of Westland's page says Wayne Metro is not taking requests for help with water right now. Call before you go.,active,2026-09-24,web,seed_list,Wayne Metropolitan Community Action Agency website,https://www.waynemetro.org/location-directory/,[2026-09-24] source page could not be read (HTTP 403); check by eye. [2026-09-24] Read on its source page in Kyle's own Chrome (Claude in Chrome): the phone and the street address are on the page. entry_method=web.
sal_wayne_metropolitan_dearborn_heights_help_with_water_ener,,org_wayne_metropolitan_community_action_agen,Wayne Metropolitan Community Action Agency,"Dearborn Heights help with water, energy and rent bills, by appointment","Dearborn Heights help with water, energy and rent bills, by appointment, Wayne Metropolitan Community Action Agency",utilities,"Book an appointment for help applying for water, energy, or rent help.",,22701 Annapolis St,Dearborn Heights,48125,42.276548,-83.257517,,313-388-9799,,,,,https://www.waynemetro.org/,call_first,Appointment only. Call first.,appointment_required,The City of Westland's page says Wayne Metro is not taking requests for help with water right now. Call before you go.,active,2026-09-24,web,seed_list,Wayne Metropolitan Community Action Agency website,https://www.waynemetro.org/location-directory/,[2026-09-24] source page could not be read (HTTP 403); check by eye. [2026-09-24] Read on its source page in Kyle's own Chrome (Claude in Chrome): the phone and the street address are on the page. entry_method=web.
sal_wayne_metropolitan_inkster_help_with_water_energy_and_re,,org_wayne_metropolitan_community_action_agen,Wayne Metropolitan Community Action Agency,"Inkster help with water, energy and rent bills, by appointment","Inkster help with water, energy and rent bills, by appointment, Wayne Metropolitan Community Action Agency",utilities,"Book an appointment for help applying for water, energy, or rent help. It is at the Simmons Center of the Inkster Housing Commission, Suite 135.",,29150 Carlysle St,Inkster,48141,42.282422,-83.327313,,313-388-9799,,,,,https://www.waynemetro.org/,call_first,Appointment only. Call first.,appointment_required,The City of Westland's page says Wayne Metro is not taking requests for help with water right now. Call before you go.,active,2026-09-24,web,seed_list,Wayne Metropolitan Community Action Agency website,https://www.waynemetro.org/location-directory/,[2026-09-24] source page could not be read (HTTP 403); check by eye. [2026-09-24] Read on its source page in Kyle's own Chrome (Claude in Chrome): the phone and the street address are on the page. entry_method=web.
sal_wayne_metropolitan_taylor_help_with_water_energy_and_ren,,org_wayne_metropolitan_community_action_agen,Wayne Metropolitan Community Action Agency,"Taylor help with water, energy and rent bills, by appointment","Taylor help with water, energy and rent bills, by appointment, Wayne Metropolitan Community Action Agency",utilities,"Book an appointment for help applying for water, energy, or rent help. It is at Fish & Loaves.",,25670 Northline Rd,Taylor,48180,42.211593,-83.286171,,313-388-9799,,,,,https://www.waynemetro.org/,call_first,Appointment only. Call first.,appointment_required,The City of Westland's page says Wayne Metro is not taking requests for help with water right now. Call before you go.,active,2026-09-24,web,seed_list,Wayne Metropolitan Community Action Agency website,https://www.waynemetro.org/location-directory/,[2026-09-24] source page could not be read (HTTP 403); check by eye. [2026-09-24] Read on its source page in Kyle's own Chrome (Claude in Chrome): the phone and the street address are on the page. entry_method=web.
sal_out_wayne_county_shelter_and_housing_crisis_help_wyandot,,org_out_wayne_county_continuum_of_care,Out-Wayne County Continuum of Care,"Shelter and housing crisis help, Wyandotte","Shelter and housing crisis help, Wyandotte, Out-Wayne County Continuum of Care",shelter.emergency,"If you have no place to stay or may lose your home, call or walk in. They can help you find shelter and housing programs in Wayne County outside Detroit.","For people in Wayne County outside Detroit, Hamtramck and Highland Park.",2005 Biddle Ave,Wyandotte,48192,42.213440,-83.149706,,734-284-6999,,,,,https://outwaynehomeless.org/,call_first,Call first,walk_in,,active,2026-09-24,web,seed_list,Out-Wayne County Continuum of Care website,https://outwaynehomeless.org/get-help/,[2026-09-24] source page could not be read (HTTP 403); check by eye. [2026-09-24] Read on its source page in Kyle's own Chrome (Claude in Chrome): the phone and the street address are on the page. entry_method=web.
sal_out_wayne_county_shelter_and_housing_crisis_help_romulus,,org_out_wayne_county_continuum_of_care,Out-Wayne County Continuum of Care,"Shelter and housing crisis help, Romulus","Shelter and housing crisis help, Romulus, Out-Wayne County Continuum of Care",shelter.emergency,"If you have no place to stay or may lose your home, call or walk in. They can help you find shelter and housing programs in Wayne County outside Detroit.","For people in Wayne County outside Detroit, Hamtramck and Highland Park.",11131 Wayne Rd,Romulus,48174,42.221435,-83.385273,,734-284-6999,,,,,https://outwaynehomeless.org/,call_first,Call first,walk_in,,active,2026-09-24,web,seed_list,Out-Wayne County Continuum of Care website,https://outwaynehomeless.org/get-help/,[2026-09-24] source page could not be read (HTTP 403); check by eye. [2026-09-24] Read on its source page in Kyle's own Chrome (Claude in Chrome): the phone and the street address are on the page. entry_method=web.
sal_wayne_metropolitan_river_rouge_night_shelter,,org_wayne_metropolitan_community_action_agen,Wayne Metropolitan Community Action Agency,River Rouge night shelter,"River Rouge night shelter, Wayne Metropolitan Community Action Agency",shelter.emergency,"A place to sleep at night, all year, for up to 30 people. Guests leave each morning. Call the Coordinated Entry line to get a bed.",For adults who do not have children with them. You need a short screening first.,1230 Coolidge Hwy,River Rouge,48218,42.272305,-83.132636,,734-284-6999,,,,,https://www.waynemetro.org/,call_first,Overnight. Call first.,,,active,2026-09-24,web,seed_list,Wayne Metropolitan Community Action Agency website,https://www.waynemetro.org/25808-2/,[2026-09-24] source page could not be read (HTTP 403); check by eye. [2026-09-24] Read on its source page in Kyle's own Chrome (Claude in Chrome): the phone and the street address are on the page. entry_method=web.
sal_city_of_property_tax_break_livonia,,org_city_of_livonia_assessment_department,City of Livonia Assessment Department,"Property tax break, Livonia","Property tax break, Livonia",housing.owner,"If you own your home and your income is low, ask for a poverty (hardship) exemption to lower the property tax on your home. Get the form from the Assessment Department.",For Livonia homeowners who live in the home and have a low income.,33000 Civic Center Dr,Livonia,48154,42.395974,-83.369618,,734-466-2220,,,,,https://livonia.gov/,scheduled,,,,active,2026-09-24,auto_check,seed_list,City of Livonia Assessment Department website,https://livonia.gov/178/Assessment-Department,
sal_city_of_property_tax_break_westland,,org_city_of_westland_assessor_s_office,City of Westland Assessor's Office,"Property tax break, Westland","Property tax break, Westland",housing.owner,"If you own your home and money is tight, you can ask for a poverty exemption to lower your property tax. Fill out the application and bring proof of income, tax returns and bank papers to the Assessor's Office at City Hall.",For Westland homeowners who live in the home and have a low income.,36300 Warren Rd,Westland,48185,42.338767,-83.395466,,734-713-3888,City Hall,734-467-3160,Assessor's Office,https://www.cityofwestland.com/160/Assessment,https://www.cityofwestland.com/,scheduled,,,,active,2026-09-24,auto_check,seed_list,City of Westland Assessor's Office website,https://www.cityofwestland.com/621/Property-Exemptions,
sal_city_of_property_tax_break_wyandotte,,org_city_of_wyandotte_assessor,City of Wyandotte Assessor,"Property tax break, Wyandotte","Property tax break, Wyandotte",housing.owner,"If you own your home and your income is low, ask for a poverty exemption to lower the property tax on your home. The application and rules are on the Assessor's page.",For Wyandotte homeowners who live in the home and have a low income.,3200 Biddle Ave,Wyandotte,48192,42.200998,-83.150361,,734-324-4510,,,,,https://www.wyandottemi.gov/,scheduled,,,,active,2026-09-24,auto_check,seed_list,City of Wyandotte Assessor website,https://www.wyandottemi.gov/207/Assessor,
sal_city_of_property_tax_break_lincoln_park,,org_city_of_lincoln_park_assessor,City of Lincoln Park Assessor,"Property tax break, Lincoln Park","Property tax break, Lincoln Park",housing.owner,"If you own your home and cannot afford the property tax, ask for a poverty (hardship) exemption. The Board of Review hears requests in March, July and December. You must list your income and everything you own.","For Lincoln Park homeowners who live in the home, with income under the federal poverty guidelines.",1355 Southfield Rd,Lincoln Park,48146,,,lincoln_park,313-386-1800,"City Hall. Press 3, then 2, for the Assessor",,,,https://www.citylp.com/,scheduled,,,,active,2026-09-24,auto_check,seed_list,City of Lincoln Park Assessor website,https://www.citylp.com/202/Poverty-Exemption-Application,"[2026-09-24] Matched its source page, but held: it has an address the Census geocoder could not place, and query-spec gives a row with no coordinate distance band 0, so it would rank as nearest for everyone in the area. Publish once it has a coordinate, or once a coarse area for non-DV rows is decided. [2026-09-24] Published with service_area ""lincoln_park"" (Kyle's choice (a)): it ranks by that area's reference point and shows ""Serves"" it, never a distance."
sal_city_of_property_tax_break_dearborn_heights,,org_city_of_dearborn_heights_assessor_s_offi,City of Dearborn Heights Assessor's Office,"Property tax break, Dearborn Heights","Property tax break, Dearborn Heights",housing.owner,"If you own your home and your income is low, ask for a poverty exemption to lower your property tax. Requests are heard in March, July and December.",For Dearborn Heights homeowners who live in the home and have a low income.,6045 Fenton St,Dearborn Heights,48127,42.331076,-83.277606,,313-791-3460,,,,,https://www.dearbornheightsmi.gov/,scheduled,,,,active,2026-09-24,auto_check,seed_list,City of Dearborn Heights Assessor's Office website,https://www.dearbornheightsmi.gov/296/Assessors-Office,
sal_garden_city_property_tax_break_garden_city,,org_garden_city_assessing_office,Garden City Assessing Office,"Property tax break, Garden City","Property tax break, Garden City",housing.owner,"If you own your home and your income is low, ask for a poverty exemption to lower your property tax. The guidelines and application are on the Assessing Office page.",For Garden City homeowners who live in the home and have a low income.,6000 Middlebelt Rd,Garden City,48135,,,garden_city,734-793-1610,,,,,https://www.gardencitymi.org/,scheduled,,,,active,2026-09-24,auto_check,seed_list,Garden City Assessing Office website,https://www.gardencitymi.org/916/Assessing-Office-Home,"[2026-09-24] Matched its source page, but held: it has an address the Census geocoder could not place, and query-spec gives a row with no coordinate distance band 0, so it would rank as nearest for everyone in the area. Publish once it has a coordinate, or once a coarse area for non-DV rows is decided. [2026-09-24] Published with service_area ""garden_city"" (Kyle's choice (a)): it ranks by that area's reference point and shows ""Serves"" it, never a distance."
sal_city_of_property_tax_break_trenton,,org_city_of_trenton_assessor_s_office,City of Trenton Assessor's Office,"Property tax break, Trenton","Property tax break, Trenton",housing.owner,"If your income makes it hard to pay property tax on the home you live in, you may get a poverty exemption for one year at a time. First-time applicants must go in person to a Board of Review in March, July or December.",For Trenton homeowners who live in the home. There are income and asset limits.,2800 3rd St,Trenton,48183,42.140974,-83.179411,,734-675-6810,,,,,https://www.trentonmi.org/,scheduled,,,,active,2026-09-24,auto_check,seed_list,City of Trenton Assessor's Office website,https://www.trentonmi.org/586/Property-Tax-Hardship-Exemption-Guidelin,
sal_city_of_property_tax_break_inkster,,org_city_of_inkster_assessing_department,City of Inkster Assessing Department,"Property tax break, Inkster","Property tax break, Inkster",housing.owner,"If you own your home and your income is low, ask for a poverty exemption to lower your property tax. The Board of Review hears these in March, July and December.",For Inkster homeowners who live in the home and meet the city's guidelines.,26215 Trowbridge St,Inkster,48141,42.294303,-83.296124,,313-563-4267,,,,,https://www.cityofinkster.com/,scheduled,,,,active,2026-09-24,auto_check,seed_list,City of Inkster Assessing Department website,https://www.cityofinkster.com/486/Assessing,
sal_redford_township_property_tax_break_redford,,org_redford_township_assessor_s_office,Redford Township Assessor's Office,"Property tax break, Redford","Property tax break, Redford",housing.owner,"If you own your home and your income is low, ask for a poverty exemption to lower your property tax. The application is on the Assessor's page.",For Redford Township homeowners who live in the home and have a low income.,15145 Beech Daly Rd,Redford,48239,42.398218,-83.295905,,313-387-2730,,,,,https://www.redfordtwp.com/,scheduled,,,,active,2026-09-24,auto_check,seed_list,Redford Township Assessor's Office website,https://www.redfordtwp.com/168/Assessor,
sal_city_of_property_tax_break_wayne,,org_city_of_wayne_assessing,City of Wayne Assessing,"Property tax break, Wayne","Property tax break, Wayne",housing.owner,"If you own your home and your income is low, you may get part or all of your property tax taken off. Call the Assessor's Office to see if you qualify.",For City of Wayne homeowners who live in the home and have a low income.,3355 S Wayne Rd,Wayne,48184,42.285128,-83.383541,,734-722-2000,"City Hall. Ask for extension 1014, Assessing",,,,https://www.cityofwayne.com/,scheduled,,,,active,2026-09-24,auto_check,seed_list,City of Wayne Assessing website,https://www.cityofwayne.com/212/Assessing,
sal_city_of_property_tax_break_southgate,,org_city_of_southgate_assessor_s_office,City of Southgate Assessor's Office,"Property tax break, Southgate","Property tax break, Southgate",housing.owner,"If you own your home and your income is low, ask for a hardship exemption to lower your property tax. The 2026 Hardship Application is on the Assessor's page.",For Southgate homeowners who live in the home and have a low income.,14400 Dix-Toledo Rd,Southgate,48195,42.203816,-83.205658,,734-258-3007,,,,,https://www.southgatemi.org/,scheduled,,,,active,2026-09-24,auto_check,seed_list,City of Southgate Assessor's Office website,https://www.southgatemi.org/departments/assessor_s_office/index.php,
sal_city_of_property_tax_break_riverview,,org_city_of_riverview_assessing,City of Riverview Assessing,"Property tax break, Riverview","Property tax break, Riverview",housing.owner,"If you own your home and your income is low, ask for a poverty exemption to lower your property tax. The guidelines and application are on the Assessing page.",For Riverview homeowners who live in the home and have a low income.,14100 Civic Park Dr,Riverview,48193,42.177295,-83.194880,,734-287-7116,,,,,https://www.cityofriverview.com/,scheduled,,,,active,2026-09-24,auto_check,seed_list,City of Riverview Assessing website,https://www.cityofriverview.com/government/assessing/index.php,
sal_city_of_property_tax_break_ecorse,,org_city_of_ecorse_assessor,City of Ecorse Assessor,"Property tax break, Ecorse","Property tax break, Ecorse",housing.owner,"If you own your home and your income is low, ask for a poverty exemption to lower your property tax. Requests are heard at the Board of Review, including in July and December.",For Ecorse homeowners who live in the home and have a low income.,3869 W Jefferson Ave,Ecorse,48229,,,ecorse,313-386-2400,,,,,https://www.ecorsemi.gov/,scheduled,,,,active,2026-09-24,auto_check,seed_list,City of Ecorse Assessor website,https://www.ecorsemi.gov/services/assessor.php,"[2026-09-24] Matched its source page, but held: it has an address the Census geocoder could not place, and query-spec gives a row with no coordinate distance band 0, so it would rank as nearest for everyone in the area. Publish once it has a coordinate, or once a coarse area for non-DV rows is decided. [2026-09-24] Published with service_area ""ecorse"" (Kyle's choice (a)): it ranks by that area's reference point and shows ""Serves"" it, never a distance."
sal_city_of_property_tax_break_grosse_pointe_shores,,org_city_of_grosse_pointe_shores_assessor,City of Grosse Pointe Shores Assessor,"Property tax break, Grosse Pointe Shores","Property tax break, Grosse Pointe Shores",housing.owner,"If you own your home and your income is low, ask for a poverty exemption to lower your property tax. The 2026 guidelines and the application are on the Assessor's page.",For Grosse Pointe Shores homeowners who live in the home and have a low income.,795 Lake Shore Rd,Grosse Pointe Shores,48236,42.436242,-82.876104,,313-881-6565,,,,,https://www.gpshoresmi.gov/,scheduled,,,,active,2026-09-24,auto_check,seed_list,City of Grosse Pointe Shores Assessor website,https://www.gpshoresmi.gov/departments/assessor.php,
sal_city_of_property_tax_break_grosse_pointe,,org_city_of_grosse_pointe_assessor,City of Grosse Pointe Assessor,"Property tax break, Grosse Pointe","Property tax break, Grosse Pointe",housing.owner,"If you own your home and your income is low, ask for a poverty exemption to lower your property tax. Call the Assessor for this year's guidelines.",For City of Grosse Pointe homeowners who live in the home and have a low income.,17147 Maumee Ave,Grosse Pointe,48230,42.386223,-82.911910,,313-417-1177,,,,,https://www.grossepointecity.org/,scheduled,,,,active,2026-09-24,auto_check,seed_list,City of Grosse Pointe Assessor website,https://www.grossepointecity.org/departments/finance___assessing/index.php,
sal_city_of_property_tax_break_allen_park,,org_city_of_allen_park_assessing,City of Allen Park Assessing,"Property tax break, Allen Park","Property tax break, Allen Park",housing.owner,"If you own your home and your income is low, ask for a poverty exemption to lower your property tax. The 2026 guidelines and application are on the Assessing forms page.",For Allen Park homeowners who live in the home and have a low income.,15915 Southfield Rd,Allen Park,48101,42.259505,-83.211210,,313-928-1400,City Hall,313-928-2125,Assessor,https://www.cityofallenpark.org/departments/assessing/index.php,https://www.cityofallenpark.org/,scheduled,,,,active,2026-09-24,auto_check,seed_list,City of Allen Park Assessing website,https://www.cityofallenpark.org/departments/assessing/forms.php,[2026-09-24] Map point from the USGS National Structures Dataset: Police Stations record for the same street address; the Census geocoder had no match.
sal_livonia_housing_home_repair_grants_livonia,,org_livonia_housing_commission,Livonia Housing Commission,"Home repair grants, Livonia","Home repair grants, Livonia",housing.repair,"Grants for home repairs that cost under $10,000: roofs, furnaces, water heaters, wiring, pipes, windows, doors, grab bars, lead paint and more. Bigger jobs are a 0% loan you pay back only if you sell or move.","For Livonia homeowners who live in a single-family house, with low to moderate income. Not for condos or rentals. A grant once every 7 years.",33780 Lyndon,Livonia,48154,42.390028,-83.376470,,734-421-6450,,,,,https://livonia.gov/,scheduled,,,,active,2026-09-24,auto_check,seed_list,Livonia Housing Commission website,https://livonia.gov/298/Community-Development-Block-Grant-Progra,
sal_city_of_home_repair_loans_westland,,org_city_of_westland_housing_and_community_d,City of Westland Housing and Community Development,"Home repair loans, Westland","Home repair loans, Westland",housing.repair,"A low-interest loan for home repairs like furnaces, water heaters, roofs, windows, siding, sewer and basement. You pay it back when you sell or rent the house. City staff help hire the contractor.","For Westland homeowners who have owned and lived in the house for at least 1 year, are up to date on mortgage, property tax and water bills, and meet federal income limits.",32150 Dorsey St,Westland,48185,42.292459,-83.356471,,734-793-9390,,734-595-0288,Community Development office,,https://www.cityofwestland.com/,scheduled,,,,active,2026-09-24,auto_check,seed_list,City of Westland Housing and Community Development website,https://www.cityofwestland.com/216/Community-Development-Programs,
sal_city_of_home_repair_loans_taylor,,org_city_of_taylor_community_development,City of Taylor Community Development,"Home repair loans, Taylor","Home repair loans, Taylor",housing.repair,"Repairs for lower-income homeowners: most often roofs, electrical, plumbing and furnaces, plus safety and access fixes. It is a no-interest loan with no payments unless you move or sell.",For Taylor homeowners with low to moderate income. You must read the program FAQ before you apply.,23555 Goddard Rd,Taylor,48180,,,taylor,734-287-1352,,734-287-6550,City Hall,,https://www.cityoftaylor.com/,scheduled,,,,active,2026-09-24,auto_check,seed_list,City of Taylor Community Development website,https://www.cityoftaylor.com/1743/Home-Rehabilitation,"[2026-09-24] Matched its source page, but held: it has an address the Census geocoder could not place, and query-spec gives a row with no coordinate distance band 0, so it would rank as nearest for everyone in the area. Publish once it has a coordinate, or once a coarse area for non-DV rows is decided. [2026-09-24] Published with service_area ""taylor"" (Kyle's choice (a)): it ranks by that area's reference point and shows ""Serves"" it, never a distance."
